record,id,0,1,2,3,4,5,6
localhost,6,Therefore you are,That's alright,Do you think,Im doing fine, thanks,Ummmm,,
system,28,Have fun :-),Also, you must use same case as the bot's nick (ie:   it is case-sensitive),- When talking to the bot on IRC, it's nick must be part of the message if   talking in a channel,- To display the Frequently Asked Questions (FAQs), type 'display help' at   the prompt,aiml,,
